Province,Year,Annual_Mean_Temp,Annual_Max_Temp,Annual_Min_Temp,Station_Count,GEO,Population,Emissions
Saskatchewan,2001,3.72,40.5,-38.8,160,Saskatchewan,1001165,22712141.028754
Saskatchewan,2002,1.78,41.0,-42.7,158,Saskatchewan,997428,22513754.04060469
Saskatchewan,2003,2.65,41.0,-45.3,154,Saskatchewan,996270,22542340.69105135
Saskatchewan,2004,2.06,37.0,-40.9,150,Saskatchewan,997002,22297455.111623
Saskatchewan,2005,3.04,39.5,-39.6,152,Saskatchewan,994406,22700179.278662
Saskatchewan,2006,3.69,38.2,-37.2,138,Saskatchewan,992287,22212634.111888
Saskatchewan,2007,3.14,43.0,-41.6,131,Saskatchewan,1000522,23107898.124019
Saskatchewan,2008,1.01,39.5,-46.5,126,Saskatchewan,1015902,22018014.391676
Saskatchewan,2009,1.18,38.5,-45.6,106,Saskatchewan,1032532,22537097.746421
Saskatchewan,2010,2.72,36.8,-39.6,102,Saskatchewan,1049311,22804530.923498
Saskatchewan,2011,2.45,36.9,-43.0,104,Saskatchewan,1064016,22553539.2973
Saskatchewan,2012,3.01,37.0,-40.0,100,Saskatchewan,1080479,23658763.898548
Saskatchewan,2013,1.16,36.5,-47.0,93,Saskatchewan,1096497,23885252.649007
Saskatchewan,2014,1.16,38.0,-46.0,87,Saskatchewan,1110323,23993084.599032
Saskatchewan,2015,3.53,39.7,-40.0,81,Saskatchewan,1120668,24997856.606502
Saskatchewan,2016,3.62,36.3,-37.5,83,Saskatchewan,1133608,25170020.795841
Saskatchewan,2017,3.2,39.0,-40.8,80,Saskatchewan,1145931,29232903.583217
Saskatchewan,2018,1.09,42.3,-44.9,75,Saskatchewan,1155438,29767151.704176
Saskatchewan,2019,0.96,38.0,-46.1,70,Saskatchewan,1163702,29252267.20921
Saskatchewan,2020,2.06,38.0,-41.5,69,Saskatchewan,1167953,25579273.735978
Saskatchewan,2021,2.8,41.0,-44.6,68,Saskatchewan,1167640,28705137.694328
Saskatchewan,2022,1.5,39.2,-48.0,66,Saskatchewan,1177684,28393359.114955
Saskatchewan,2023,3.52,39.5,-40.2,63,Saskatchewan,1206390,28416601.383306
Yukon,1950,-4.48,35.0,-55.6,8,Yukon,8778,98403.97503883993
Yukon,1951,-5.49,35.6,-52.2,11,Yukon,8953,98408.76467323993
Yukon,1952,-2.71,29.4,-52.2,11,Yukon,9000,78289.00405279001
Yukon,1953,-3.06,32.2,-52.2,10,Yukon,9000,77821.11814835001
Yukon,1954,-3.62,28.9,-52.2,11,Yukon,9750,78381.11915428001
Yukon,1955,-5.28,31.1,-55.6,12,Yukon,11250,78718.58691219002
Yukon,1956,-4.96,30.0,-51.7,11,Yukon,12000,33346.56112455999
Yukon,1957,-2.98,30.6,-51.7,11,Yukon,12250,32550.55732239999
Yukon,1958,-2.93,33.3,-48.3,13,Yukon,13000,16314.258513020002
Yukon,1959,-4.86,28.9,-51.7,17,Yukon,13000,33346.56112455999
Yukon,1960,-3.55,31.1,-46.7,16,Yukon,14000,17818.176563230005
Yukon,1961,-5.8,31.7,-54.4,15,Yukon,14500,78742.25998458001
Yukon,1962,-3.97,31.1,-52.2,16,Yukon,15000,78303.64685212001
Yukon,1963,-3.9,30.0,-51.7,19,Yukon,15000,32924.354247229996
Yukon,1964,-4.63,28.3,-55.6,18,Yukon,15000,78799.49692421002
Yukon,1965,-3.87,33.9,-54.4,16,Yukon,14750,77968.36282516
Yukon,1966,-5.14,31.1,-56.7,22,Yukon,14500,78718.37648018003
Yukon,1967,-3.96,30.6,-50.0,22,Yukon,15000,18518.761017790006
Yukon,1968,-3.92,29.5,-53.9,26,Yukon,15500,75248.87324807
Yukon,1969,-4.15,36.1,-53.9,27,Yukon,16000,176265.9668557999
Yukon,1970,-3.65,30.0,-50.0,30,Yukon,17000,12335.98568156
Yukon,1971,-4.94,33.3,-58.3,35,Yukon,18613,75894.88703344003
Yukon,1972,-6.15,31.7,-56.7,33,Yukon,20074,75857.78139850001
Yukon,1973,-5.1,30.0,-55.0,35,Yukon,20951,75706.60606350002
Yukon,1974,-3.39,29.4,-53.3,48,Yukon,21068,456657.8530000398
Yukon,1975,-4.59,33.9,-56.7,41,Yukon,21848,106152.97542579996
Yukon,1976,-1.53,33.3,-48.9,48,Yukon,22368,402093.9199533101
Yukon,1977,-2.22,32.5,-48.9,45,Yukon,22445,278869.6772128201
Yukon,1978,-1.77,32.8,-47.8,41,Yukon,22945,44090.390984619975
Yukon,1979,-3.58,30.1,-55.0,36,Yukon,22924,105541.69895500995
Yukon,1980,-3.35,33.5,-54.0,40,Yukon,23027,105759.12292075994
Yukon,1981,-1.76,30.5,-44.5,41,Yukon,23707,43563.68393077998
Yukon,1982,-5.3,31.0,-58.5,45,Yukon,24465,337531.47418504016
Yukon,1983,-4.56,36.0,-54.5,44,Yukon,23741,251399.78057197007
Yukon,1984,-3.16,31.4,-50.0,45,Yukon,23809,278728.0582609
Yukon,1985,-3.66,29.8,-49.6,44,Yukon,24308,88938.1272976801
Yukon,1986,-2.89,32.0,-48.0,44,Yukon,24484,89033.4194265501
Yukon,1987,-1.98,31.5,-46.0,42,Yukon,25506,43909.77997218998
Yukon,1988,-2.3,31.8,-48.0,44,Yukon,26368,89005.94766050011
Yukon,1989,-2.98,34.0,-54.0,46,Yukon,27079,437827.37176309974
Yukon,1990,-3.75,33.0,-56.0,43,Yukon,27852,105736.07831432995
Yukon,1991,-2.81,31.0,-49.0,43,Yukon,28682,43944.61382629
Yukon,1992,-3.25,33.0,-48.0,44,Yukon,29717,89005.8404592501
Yukon,1993,-1.66,30.2,-47.6,46,Yukon,30107,407004.6980306399
Yukon,1994,-2.99,33.9,-50.5,48,Yukon,29660,383271.37239474
Yukon,1995,-3.31,32.5,-53.0,51,Yukon,30336,477772.4881708098
Yukon,1996,-6.04,31.5,-55.0,46,Yukon,31272,456695.34211025975
Yukon,1997,-2.89,31.7,-51.0,47,Yukon,31661,403746.6989978299
Yukon,1998,-2.69,35.0,-50.0,48,Yukon,31214,404677.47815523
Yukon,1999,-3.96,33.5,-53.0,48,Yukon,30686,456844.1843923498
Yukon,2000,-3.27,30.0,-47.0,47,Yukon,30400,407031.9180980498
Yukon,2001,-3.65,32.5,-48.5,47,Yukon,30128,407869.21841889
Yukon,2002,-3.46,31.0,-46.9,46,Yukon,30227,407346.52551618
Yukon,2003,-3.79,32.0,-48.8,45,Yukon,30790,279222.81015004014
Yukon,2004,-3.7,36.5,-53.5,44,Yukon,31466,
Yukon,2005,-2.16,31.0,-48.0,43,Yukon,31915,
Yukon,2006,-4.04,35.0,-49.5,43,Yukon,32224,
Yukon,2007,-3.98,31.5,-51.5,42,Yukon,32452,
Yukon,2008,-4.13,30.0,-54.0,37,Yukon,33024,
Yukon,2009,-3.61,38.0,-51.5,33,Yukon,33687,11727.487922
Yukon,2010,-2.0,33.0,-46.2,34,Yukon,34410,11631.695234
Yukon,2011,-3.73,30.0,-50.0,34,Yukon,35182,12032.407391
Yukon,2012,-4.4,32.7,-51.4,35,Yukon,35988,12559.115039
Yukon,2013,-3.24,34.5,-51.0,31,Yukon,36345,12359.140961
Yukon,2014,-3.41,31.2,-47.0,29,Yukon,36817,12222.588469
Yukon,2015,-3.47,30.5,-48.7,27,Yukon,37463,11871.28483
Yukon,2016,-2.2,30.5,-43.7,20,Yukon,38264,12206.29843
Yukon,2017,-2.77,31.8,-47.8,21,Yukon,39287,29986.013067
Yukon,2018,-3.57,31.7,-47.7,19,Yukon,40212,46646.770001
Yukon,2019,-1.82,31.3,-45.1,20,Yukon,41036,46625.7268
Yukon,2020,-4.38,30.3,-49.8,20,Yukon,41845,58318.56035099999
Yukon,2021,-4.45,32.5,-49.4,21,Yukon,42672,49494.380384
Yukon,2022,-3.65,32.3,-52.2,20,Yukon,43654,152673.490228
Yukon,2023,-1.51,35.5,-44.6,20,Yukon,45141,32444.163065
